"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00957350017567505,0.291178946530379,0.296,0.228,1,"11","Agfg1"
8.90629699296381e-316,5.12057453560976,0.969,0.131,2.17188958470415e-311,"12","Il1b"
6.0833371870104e-303,3.99313818894215,0.989,0.295,1.48348260642436e-298,"12","Srgn"
1.05730156139406e-295,3.36407404939215,0.998,0.2,2.57833558761555e-291,"12","Tyrobp"
5.35413042885342e-290,3.82304034692219,0.922,0.053,1.3056582463802e-285,"12","S100a9"
1.3592243337604e-284,3.68869916480463,0.917,0.05,3.3146044603081e-280,"12","S100a8"
1.4349282010655e-257,3.4083815698624,0.945,0.222,3.49921591111832e-253,"12","Fxyd5"
8.01215547589935e-246,3.08763419039838,0.979,0.487,1.95384423435281e-241,"12","S100a11"
1.92406068400595e-239,3.31121920036363,0.961,0.487,4.69201438401691e-235,"12","Cebpb"
4.00856578218e-232,2.96512526486768,0.962,0.498,9.77528851642415e-228,"12","Mcl1"
1.0189691646057e-229,7.28154232721003,0.764,0.012,2.48485820480747e-225,"12","Cxcr2"
1.42133657957568e-220,2.50774702767098,0.981,0.294,3.46607138295325e-216,"12","Cd52"
1.29772386941046e-217,1.37279876886301,1,0.994,3.16462942794435e-213,"12","Tmsb4x"
1.0790099716896e-216,2.8795276298452,0.918,0.235,2.63127371696225e-212,"12","Ptprc"
9.53702111055347e-209,2.97056679800372,0.902,0.274,2.32569796801957e-204,"12","Lcp1"
3.81805863295078e-203,1.52223011125592,1,0.997,9.31071778231376e-199,"12","Actb"
3.99364919597233e-203,6.28023380020903,0.71,0.033,9.73891292929812e-199,"12","Csf3r"
1.56574795142505e-201,3.23230290503903,0.837,0.14,3.81823295434512e-197,"12","Alox5ap"
7.35408988560531e-200,2.35823723472801,0.977,0.654,1.79336835950371e-195,"12","Btg1"
1.21993380172956e-195,3.40502465545948,0.843,0.308,2.97493056889769e-191,"12","Pim1"
1.97070772891511e-194,4.91216226172103,0.777,0.122,4.80576786773238e-190,"12","Tnfaip2"
3.72508529637322e-194,2.31248391179478,0.964,0.196,9.08399300373573e-190,"12","Fcer1g"
1.12407842572024e-192,6.30850944023521,0.667,0.022,2.74117764896137e-188,"12","Trem1"
2.15908379082299e-192,5.78149830991688,0.672,0.041,5.26514173230094e-188,"12","Ptgs2"
7.93851955730581e-192,4.10406181863798,0.813,0.187,1.93588737924459e-187,"12","Msrb1"
2.1152683571844e-190,5.11137181387755,0.677,0.04,5.15829341582988e-186,"12","Ccr1"
5.96916664871369e-189,3.93349688924693,0.738,0.104,1.45564097895532e-184,"12","Ncf1"
6.39741646862599e-183,4.22251933642365,0.751,0.144,1.56007398003913e-178,"12","Mxd1"
2.56574507042237e-182,3.39362099248026,0.794,0.128,6.256825928732e-178,"12","Lst1"
9.18619864654996e-179,2.00802873793938,0.986,0.607,2.24014640194767e-174,"12","Btg2"
1.43571708229133e-178,1.67718395506123,0.995,0.81,3.50113967687564e-174,"12","Pfn1"
4.29048654311768e-175,5.06291103186625,0.645,0.02,1.04627804840468e-170,"12","Mmp9"
4.8982278621658e-171,3.43520292120919,0.794,0.177,1.19448184646775e-166,"12","Plek"
5.67004492735846e-171,6.3922820193568,0.628,0.021,1.38269715598564e-166,"12","Il1r2"
1.10214585136878e-168,5.54866801806226,0.655,0.046,2.68769287314792e-164,"12","Cxcl2"
1.53984439670466e-168,5.38448500075373,0.616,0.034,3.75506454580399e-164,"12","Clec4e"
8.26562197638317e-166,2.73286849959962,0.8,0.188,2.0156545751608e-161,"12","Rac2"
3.87744043684394e-161,4.38968534624876,0.699,0.15,9.45552624928764e-157,"12","Hdc"
8.38016033154345e-161,1.77301673161156,0.997,0.626,2.04358589845019e-156,"12","Junb"
1.91822677170658e-160,5.33830687246028,0.626,0.075,4.67778780548366e-156,"12","G0s2"
3.56867554173178e-158,2.74616480003808,0.769,0.198,8.70257217606713e-154,"12","Stk17b"
1.53857726113038e-156,2.18603156333736,0.882,0.406,3.75197450899255e-152,"12","Arpc1b"
3.99661565175114e-152,2.52506140758686,0.889,0.434,9.74614692836032e-148,"12","Ifitm2"
6.90439858103577e-152,3.22352129372968,0.745,0.246,1.68370663797138e-147,"12","Gsr"
2.97572534383501e-148,5.23608101254577,0.586,0.036,7.25660382347605e-144,"12","Slc7a11"
3.97743491605658e-148,1.46120663670379,1,0.997,9.69937278629558e-144,"12","Fth1"
6.55764239724636e-147,3.58226598175341,0.655,0.086,1.5991466749925e-142,"12","Hp"
9.71627823158393e-145,2.91441177439548,0.744,0.172,2.36941160955406e-140,"12","Gmfg"
1.00494594692437e-137,2.51409845879553,0.777,0.188,2.45066118616978e-133,"12","Lsp1"
3.86825816201238e-137,3.22559321036046,0.64,0.111,9.43313435388339e-133,"12","Lilrb4a"
5.25447774416639e-135,1.71051449264849,0.925,0.594,1.28135694269242e-130,"12","Sh3bgrl3"
6.57653903810079e-133,2.1417228571204,0.836,0.235,1.60375480983126e-128,"12","Coro1a"
9.38625424051321e-131,4.63180795486037,0.552,0.044,2.28893195909155e-126,"12","Pilra"
2.29418006290229e-128,2.70718633393517,0.68,0.257,5.59458750139352e-124,"12","Vasp"
1.08804992098929e-126,1.0099340031887,0.643,0.111,2.65331853732449e-122,"12","Pglyrp1"
5.38605546062974e-125,1.59525324239451,0.956,0.735,1.31344348462917e-120,"12","Arpc2"
2.86501771246507e-124,3.49332409455031,0.623,0.139,6.98663219361733e-120,"12","Lmnb1"
1.38625245283857e-122,6.46213077921145,0.501,0.017,3.38051523149213e-118,"12","Clec4d"
1.82117660009064e-122,4.0050063902493,0.548,0.071,4.44112125698102e-118,"12","Lilr4b"
7.61575736569595e-122,2.81064617644262,0.697,0.144,1.85717859119861e-117,"12","Spi1"
1.44043227199062e-121,3.02131244342936,0.68,0.261,3.51263813847633e-117,"12","Lyst"
7.36536379136534e-120,4.87976692285118,0.556,0.075,1.79611761416235e-115,"12","Ccrl2"
1.00196610428191e-119,1.72015732535232,0.858,0.319,2.44339454190187e-115,"12","Cyba"
2.24594432638388e-119,4.0609239403548,0.535,0.057,5.47695983431973e-115,"12","Pygl"
2.53308238922836e-117,2.98417703513067,0.644,0.207,6.17717471437228e-113,"12","Ets2"
3.49670419939869e-117,2.28040864878133,0.744,0.352,8.52706286065366e-113,"12","Ostf1"
4.32915997161978e-117,2.03960571421628,0.866,0.456,1.0557089506792e-112,"12","Zfp36"
4.24208270014951e-115,4.86915050236189,0.538,0.035,1.03447428725846e-110,"12","Cd300ld"
